dataset_index,sid,season,ever_coded_tropical
12313,2009238N24290,2009,True
12316,2009245N17303,2009,True
12320,2009251N12336,2009,True
12327,2009268N15331,2009,True
12331,2009271N46317,2009,True
12333,2009279N15311,2009,True
12342,2009308N11279,2009,True
12387,2010176N16278,2010,True
12388,2010188N21269,2010,True
12393,2010203N22286,2010,True
12394,2010215N13319,2010,True
12397,2010222N26277,2010,True
12400,2010234N11329,2010,True
12402,2010236N12341,2010,True
12406,2010242N14318,2010,True
12408,2010244N12328,2010,True
12410,2010247N15266,2010,True
12412,2010251N14337,2010,True
12413,2010255N13340,2010,True
12415,2010257N16282,2010,True
12417,2010263N15328,2010,True
12419,2010267N14285,2010,True
12420,2010271N19276,2010,True
12422,2010279N22293,2010,True
12424,2010284N14278,2010,True
12430,2010293N17277,2010,True
12432,2010302N09306,2010,True
12433,2010302N26299,2010,True
12476,2011179N20267,2011,True
12480,2011197N31280,2011,True
12482,2011201N33301,2011,True
12486,2011208N22274,2011,True
12488,2011214N15299,2011,True
12491,2011225N26302,2011,True
12492,2011225N35294,2011,True
12495,2011231N15278,2011,True
12497,2011233N15301,2011,True
12499,2011237N12331,2011,True
12500,2011239N27301,2011,True
12501,2011240N10341,2011,True
12503,2011244N37296,2011,True
12505,2011245N27269,2011,True
12507,2011250N12324,2011,True
12508,2011250N20266,2011,True
12511,2011263N12323,2011,True
12514,2011266N08343,2011,True
12523,2011295N13279,2011,True
12526,2011310N29290,2011,True
12559,2012140N33283,2012,True
12562,2012147N30284,2012,True
12568,2012169N29291,2012,True
12569,2012176N26272,2012,True
12579,2012215N12313,2012,True
12581,2012216N12337,2012,True
12584,2012223N14317,2012,True
12587,2012229N28305,2012,True
12590,2012234N16315,2012,True
12591,2012235N11328,2012,True
12593,2012242N13333,2012,True
12594,2012242N24317,2012,True
12595,2012246N29323,2012,True
12598,2012255N16322,2012,True
12607,2012277N12322,2012,True
12611,2012285N26288,2012,True
12613,2012287N15297,2012,True
12617,2012296N14283,2012,True
12618,2012296N20309,2012,True
12654,2013149N14264,2013,True
12656,2013157N25273,2013,True
12659,2013167N12279,2013,True
12666,2013189N09319,2013,True
12668,2013204N11340,2013,True
12679,2013227N14337,2013,True
12685,2013238N19266,2013,True
12690,2013248N16294,2013,True
12692,2013250N22263,2013,True
12693,2013251N13342,2013,True
12694,2013255N19268,2013,True
12701,2013271N21310,2013,True
12705,2013276N21273,2013,True
12716,2013294N28304,2013,True
12724,2013321N24308,2013,True
12729,2013338N34332,2013,False
12772,2014180N32282,2014,True
12779,2014201N09331,2014,True
12785,2014210N10323,2014,True
12793,2014236N22288,2014,True
12794,2014245N19268,2014,True
12801,2014254N14327,2014,True
12810,2014283N22299,2014,True
12812,2014285N16305,2014,True
12814,2014294N20265,2014,True
12852,2015126N27281,2015,True
12858,2015167N27266,2015,True
12871,2015193N35285,2015,True
12889,2015229N10331,2015,True
12892,2015237N14315,2015,True
12894,2015242N12343,2015,True
12897,2015248N12337,2015,True
12899,2015251N31298,2015,True
12902,2015258N12320,2015,True
12903,2015259N09336,2015,True
12910,2015270N27291,2015,True
12926,2015313N22289,2015,True
12939,2016007N27285,2016,True
12956,2016148N27288,2016,True
12958,2016158N22272,2016,True
12959,2016171N19268,2016,True
12975,2016215N16283,2016,True
12984,2016230N12328,2016,True
12989,2016235N11341,2016,True
12993,2016240N31295,2016,True
12994,2016242N24279,2016,True
13003,2016256N20312,2016,True
13004,2016257N13341,2016,True
13005,2016257N27280,2016,True
13007,2016263N13333,2016,True
13012,2016273N13300,2016,True
13015,2016278N23300,2016,True
13026,2016323N13279,2016,True
13053,2017106N36310,2017,True
13066,2017170N08310,2017,True
13067,2017171N24271,2017,True
13070,2017187N12324,2017,True
13074,2017198N10312,2017,True
13088,2017212N28275,2017,True
13090,2017219N16279,2017,True
13093,2017224N22293,2017,True
13094,2017228N14314,2017,True
13099,2017240N31279,2017,False
13100,2017242N16333,2017,True
13103,2017247N09327,2017,True
13105,2017249N22263,2017,True
13111,2017258N10337,2017,True
13112,2017260N12310,2017,True
13115,2017277N11279,2017,True
13117,2017280N32321,2017,True
13126,2017301N18276,2017,True
13130,2017309N26308,2017,True
13167,2018146N19273,2018,True
13182,2018186N10325,2018,True
13183,2018186N31292,2018,True
13195,2018215N41326,2018,True
13207,2018227N37315,2018,True
13213,2018242N13343,2018,True
13215,2018246N22283,2018,True
13218,2018251N13325,2018,True
13219,2018251N13343,2018,True
13222,2018255N37320,2018,True
13227,2018265N08338,2018,True
13228,2018265N13308,2018,True
13229,2018265N35315,2018,True
13237,2018280N18273,2018,True
13239,2018282N09333,2018,True
13244,2018300N25315,2018,True
13283,2019141N28291,2019,False
13291,2019192N29274,2019,True
13295,2019204N25283,2019,True
13308,2019233N40300,2019,True
13310,2019236N10314,2019,True
13312,2019239N32287,2019,True
13318,2019246N16330,2019,True
13319,2019246N24266,2019,True
13323,2019256N23286,2019,True
13326,2019260N13317,2019,True
13328,2019261N28264,2019,True
13330,2019265N12301,2019,True
13331,2019266N11341,2019,True
13336,2019282N35286,2019,True
13338,2019288N13341,2019,True
13343,2019291N22264,2019,True
13346,2019297N40322,2019,True
13347,2019299N25265,2019,True
13348,2019300N41309,2019,False
13358,2019323N19302,2019,True
13394,2020138N28281,2020,True
13396,2020148N32281,2020,True
13400,2020154N19269,2020,True
13402,2020174N39293,2020,True
13405,2020186N30289,2020,True
13406,2020188N28271,2020,True
13412,2020203N09323,2020,True
13413,2020205N26272,2020,True
13414,2020211N13306,2020,True
13416,2020212N13340,2020,True
13422,2020224N11326,2020,True
13424,2020228N37286,2020,True
13428,2020233N14313,2020,True
13429,2020234N14280,2020,True
13435,2020244N30279,2020,True
13436,2020245N16285,2020,True
13438,2020251N15342,2020,True
13439,2020251N17319,2020,True
13441,2020256N11329,2020,True
13442,2020256N25281,2020,True
13445,2020258N18332,2020,True
13446,2020259N47338,2020,False
13447,2020261N10335,2020,True
13448,2020261N21265,2020,True
13453,2020276N17277,2020,True
13456,2020279N16284,2020,True
13463,2020291N32305,2020,True
13468,2020299N18277,2020,True
13470,2020306N15288,2020,True
13474,2020314N28313,2020,True
13476,2020318N16289,2020,True
13522,2021140N30305,2021,True
13528,2021165N32282,2021,True
13530,2021169N23268,2021,True
13533,2021179N30287,2021,True
13534,2021182N09317,2021,True
13552,2021222N14301,2021,True
13553,2021225N15313,2021,True
13554,2021227N36297,2021,True
13558,2021239N17281,2021,True
13559,2021240N13313,2021,True
13560,2021241N32308,2021,True
13561,2021244N12339,2021,True
13566,2021252N28273,2021,True
13568,2021256N21265,2021,True
13569,2021259N30286,2021,True
13570,2021262N10333,2021,True
13571,2021262N16307,2021,True
13574,2021266N10327,2021,True
13576,2021267N31298,2021,False
13577,2021272N07338,2021,True
13586,2021299N33284,2021,True
13630,2022154N21273,2022,True
13633,2022179N08310,2022,True
13636,2022183N32280,2022,True
13650,2022232N20266,2022,False
13656,2022244N38313,2022,True
13657,2022246N18301,2022,True
13663,2022257N16312,2022,True
13665,2022263N29314,2022,True
13669,2022266N12294,2022,True
13670,2022266N17341,2022,True
13672,2022270N14324,2022,True
13677,2022278N14331,2022,True
13679,2022280N11294,2022,True
13680,2022285N19266,2022,True
13690,2022304N16287,2022,True
13691,2022304N34296,2022,True
13693,2022311N21293,2022,True
13717,2023152N26274,2023,True
13721,2023170N11323,2023,True
13722,2023173N10320,2023,True
13726,2023193N37305,2023,True
13738,2023231N15313,2023,True
13739,2023231N15327,2023,True
13740,2023232N13300,2023,True
13741,2023234N25271,2023,True
13745,2023239N21274,2023,True
13747,2023241N28308,2023,True
13749,2023242N15339,2023,True
13751,2023249N12320,2023,True
13753,2023251N15334,2023,True
13754,2023258N14318,2023,True
13757,2023265N29284,2023,True
13758,2023266N16323,2023,True
13761,2023271N16316,2023,True
13766,2023284N10330,2023,True
13769,2023292N13309,2023,True
13774,2023297N11277,2023,True
13778,2023321N15278,2023,False
